Symbol,Date,Close
CMG,2019-02-01,527.2
CMG,2019-02-04,527.92
CMG,2019-02-05,526.65
CMG,2019-02-06,526.06
CMG,2019-02-07,585.78
CMG,2019-02-08,582.77
CMG,2019-02-11,603.36
CMG,2019-02-12,593.66
CMG,2019-02-13,599.62
CMG,2019-02-14,604.43
CMG,2019-02-15,605.89
CMG,2019-02-19,599.46
CMG,2019-02-20,597.74
CMG,2019-02-21,601.19
CMG,2019-02-22,600.22
CMG,2019-02-25,596.66
CMG,2019-02-26,599.5
CMG,2019-02-27,599.28
CMG,2019-02-28,607.53
CMG,2019-03-01,611.63
CMG,2019-03-04,618.85
CMG,2019-03-05,616.01
CMG,2019-03-06,613.41
CMG,2019-03-07,609.53
CMG,2019-03-08,616.44
CMG,2019-03-11,616.88
CMG,2019-03-12,630.99
CMG,2019-03-13,637.07
CMG,2019-03-14,642.39
CMG,2019-03-15,639
CMG,2019-03-18,655.8
CMG,2019-03-19,665.86
CMG,2019-03-20,665.79
CMG,2019-03-21,670.45
CMG,2019-03-22,671.46
CMG,2019-03-25,676.77
CMG,2019-03-26,688.82
CMG,2019-03-27,697.87
CMG,2019-03-28,702.51
CMG,2019-03-29,710.31
CMG,2019-04-01,705.74
CMG,2019-04-02,704.8
CMG,2019-04-03,705.64
CMG,2019-04-04,703.38
CMG,2019-04-05,708.37
CMG,2019-04-08,714.68
CMG,2019-04-09,710.67
CMG,2019-04-10,718.85
CMG,2019-04-11,707.53
CMG,2019-04-12,712.44
CMG,2019-04-15,712.27
CMG,2019-04-16,706.48
CMG,2019-04-17,688.21
CMG,2019-04-18,700
CMG,2019-04-22,701.67
CMG,2019-04-23,702.46
CMG,2019-04-24,709.75
CMG,2019-04-25,678.07
CMG,2019-04-26,676.79
CMG,2019-04-29,677.9
CMG,2019-04-30,688.04
